checklist_key	checklist_scientificName	checklist_datasetKey	backbone_taxonKey	backbone_scientificName	backbone_species	backbone_genus	backbone_family	backbone_order	backbone_class	backbone_phylum	backbone_kingdom	backbone_rank	backbone_speciesKey	backbone_taxonomicStatus	backbone_acceptedKey	backbone_acceptedName	backbone_issues
141265431	Cotoneaster ambiguus Rehd. & E.H. Wilson	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025858	Cotoneaster ambiguus Rehder & E.H.Wilson	Cotoneaster ambiguus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025858	ACCEPTED			NULL
141265432	Aronia prunifolia (Marshall). Rehd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5363613	Aronia prunifolia (Marsh.) Rehd.	Photinia floribunda	Photinia	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5364001	SYNONYM	5364001	Photinia floribunda (Lindl.) K.R.Robertson & J.B.Phipps	NULL
141265433	Cotoneaster nanshan M. Vilm. ex Mottet	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025935	Cotoneaster nanshan Vilmorin ex Mottet	Cotoneaster nanshan	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025935	ACCEPTED			NULL
141265434	Potentilla nepalensis Hooker	9ff7d317-609b-4c08-bd86-3bc404b77c42	5367214	Potentilla nepalensis Hook.	Potentilla nepalensis	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5367214	ACCEPTED			NULL
141265435	Sorbus latifolia (Lam.) Pers.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8576221	Sorbus latifolia Pers.	Sorbus latifolia	Sorbus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8576221	ACCEPTED			NULL
141265436	Alchemilla tytthantha Juzepcz.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3028586	Alchemilla tytthantha Juz.	Alchemilla tytthantha	Alchemilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3028586	ACCEPTED			NULL
141265437	Cotoneaster ganghobaensis Fryer & B. Hylmö	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025989	Cotoneaster ganghobaensis J.Fryer & B.Hylmö	Cotoneaster ganghobaensis	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025989	ACCEPTED			NULL
141265438	Amelanchier spicata (Lam.) K. Koch	9ff7d317-609b-4c08-bd86-3bc404b77c42	3023852	Amelanchier spicata K.Koch	Amelanchier spicata	Amelanchier	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3023852	ACCEPTED			NULL
141265439	Rubus armeniacus Focke	9ff7d317-609b-4c08-bd86-3bc404b77c42	2996525	Rubus armeniacus Focke	Rubus armeniacus	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2996525	ACCEPTED			NULL
141265440	Rosa multiflora Thunb. ex Murray	9ff7d317-609b-4c08-bd86-3bc404b77c42	7501634	Rosa multiflora Murray	Rosa multiflora	Rosa	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7501634	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141265441	Sorbus intermedia (Ehrh.) Pers.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3012254	Sorbus intermedia (Ehrh.) Pers.	Sorbus intermedia	Sorbus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3012254	ACCEPTED			NULL
141265442	Rubus tricolor Focke	9ff7d317-609b-4c08-bd86-3bc404b77c42	2989222	Rubus tricolor Focke	Rubus tricolor	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2989222	ACCEPTED			NULL
141265443	Cotoneaster coriaceus Franch. (incl. C. lacteus W.W. Smith)	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026035	Cotoneaster coriaceus Franch.	Cotoneaster coriaceus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026035	ACCEPTED			NULL
141265444	Cotoneaster ascendens Flinck & B. Hylmö	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026024	Cotoneaster ascendens Flinck & Hylmo	Cotoneaster ascendens	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026024	ACCEPTED			NULL
141265445	Spiraea x brachybotrys Lange	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026426	Spiraea brachybotrys Lange	Spiraea canescens	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3027138	SYNONYM	3027138	Spiraea canescens D.Don	NULL
141265446	Physocarpus opulifolius (L.) Maxim.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2988354	Physocarpus opulifolius (L.) Maxim.	Physocarpus opulifolius	Physocarpus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2988354	ACCEPTED			NULL
141265447	Sorbaria tomentosa (Lindl.) Rehd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3012117	Sorbaria tomentosa (Lindl.) Rehder	Sorbaria tomentosa	Sorbaria	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3012117	ACCEPTED			NULL
141265448	Rosa nitida Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3011247	Rosa nitida Willd.	Rosa nitida	Rosa	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3011247	ACCEPTED			NULL
141265449	Rosa glauca Pourr.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3003709	Rosa glauca Pourr.	Rosa glauca	Rosa	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3003709	ACCEPTED			NULL
141265450	Spiraea x billardii Hérincq	9ff7d317-609b-4c08-bd86-3bc404b77c42	7889822	Spiraea ×billardii Hérincq	Spiraea billardii	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7889822	ACCEPTED			NULL
141265451	Rubus cockburnianus Hemsl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2994120	Rubus cockburnianus Hemsl.	Rubus cockburnianus	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2994120	ACCEPTED			NULL
141265452	Neillia incisa (Thunb.) S.H. Oh	9ff7d317-609b-4c08-bd86-3bc404b77c42	3853033	Neillia incisa (Thunb.) S.H.Oh	Neillia incisa	Neillia	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3853033	ACCEPTED			NULL
141265453	Sorbus hybrida L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3012400	Sorbus hybrida L.	Sorbus hybrida	Sorbus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3012400	ACCEPTED			NULL
141265454	Cotoneaster bullatus Bois	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026294	Cotoneaster bullatus Bois	Cotoneaster bullatus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026294	ACCEPTED			NULL
141265455	Potentilla recta L. subsp. recta	9ff7d317-609b-4c08-bd86-3bc404b77c42	7272439	Potentilla recta subsp. recta	Potentilla recta	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	5367294	ACCEPTED			NULL
141265456	Cotoneaster boisianus G. Klotz	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026167	Cotoneaster boisianus G.Klotz	Cotoneaster boisianus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026167	ACCEPTED			NULL
141265457	Filipendula camtschatica (Pall.) Maxim.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7272312	Filipendula camtschatica (Pall.) Maxim.	Filipendula camtschatica	Filipendula	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7272312	ACCEPTED			NULL
141265458	Potentilla rivalis Nutt. ex Torr. & A. Gray	9ff7d317-609b-4c08-bd86-3bc404b77c42	5367186	Potentilla rivalis Nutt. ex Torr. & A.Gray	Potentilla rivalis	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5367186	ACCEPTED			NULL
141265459	Rubus odoratus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2994912	Rubus odoratus L.	Rubus odoratus	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2994912	ACCEPTED			NULL
141265460	Potentilla inclinata Vill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5365888	Potentilla inclinata Vill.	Potentilla inclinata	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5365888	ACCEPTED			NULL
141265461	Potentilla intermedia L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5365705	Potentilla intermedia L.	Potentilla intermedia	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5365705	ACCEPTED			NULL
141265462	Eriobotrya japonica (Thunb.) Lindl.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3024146	Eriobotrya japonica (Thunb.) Lindl.	Eriobotrya japonica	Eriobotrya	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3024146	ACCEPTED			NULL
141265463	Potentilla norvegica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5365305	Potentilla norvegica L.	Potentilla norvegica	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5365305	ACCEPTED			NULL
141265464	Cotoneaster villosulus (Rehd. & E.H. Wilson) Flinck & B. Hylmö	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025564	Cotoneaster villosulus (Rehder & E.H.Wilson) Flinck & Hylmo	Cotoneaster villosulus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025564	ACCEPTED			NULL
141265465	Cotoneaster conspicuus C. Marquand	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025875	Cotoneaster conspicuus Comber ex Marquand	Cotoneaster conspicuus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025875	ACCEPTED			NULL
141265466	Rubus spectabilis Pursh	9ff7d317-609b-4c08-bd86-3bc404b77c42	2993761	Rubus spectabilis Pursh	Rubus spectabilis	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2993761	ACCEPTED			NULL
141265467	Spiraea japonica L. f.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8170635	Spiraea japonica L.f.	Spiraea japonica	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8170635	ACCEPTED			NULL
141265468	Malus baccata (L.) Borkh.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3001362	Malus baccata (L.) Borkh.	Malus baccata	Malus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3001362	ACCEPTED			NULL
141265469	Potentilla montana Brot.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5366327	Potentilla montana Brot.	Potentilla montana	Potentilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5366327	ACCEPTED			NULL
141265470	Malus sylvestris (L.) Mill. subsp. mitis (Wallr.) Mansf.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3001381	Malus sylvestris subsp. mitis (Wallr.) Mansf.	Malus pumila	Malus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	3001093	SYNONYM	3001093	Malus pumila Mill.	ORIGINAL_NAME_DERIVED
141265471	Geum quellyon Sweet	9ff7d317-609b-4c08-bd86-3bc404b77c42	5370043	Geum quellyon Sweet	Geum quellyon	Geum	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5370043	ACCEPTED			NULL
141265472	Rosa rugosa Thunb.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3003979	Rosa rugosa Thunb.	Rosa rugosa	Rosa	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3003979	ACCEPTED			NULL
141265473	Sorbaria sorbifolia (L.) A. Braun	9ff7d317-609b-4c08-bd86-3bc404b77c42	3012089	Sorbaria sorbifolia (L.) A.Braun	Sorbaria sorbifolia	Sorbaria	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3012089	ACCEPTED			ORIGINAL_NAME_DERIVED
141265474	Prunus laurocerasus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3021496	Prunus laurocerasus L.	Prunus laurocerasus	Prunus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3021496	ACCEPTED			NULL
141265475	Spiraea tomentosa L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026819	Spiraea tomentosa L.	Spiraea tomentosa	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026819	ACCEPTED			NULL
141265476	Rosa blanda Ait.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3002372	Rosa blanda Ait.	Rosa blanda	Rosa	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3002372	ACCEPTED			NULL
141265477	Cotoneaster horizontalis Decaisne	9ff7d317-609b-4c08-bd86-3bc404b77c42	3025617	Cotoneaster horizontalis Decne.	Cotoneaster horizontalis	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3025617	ACCEPTED			NULL
141265478	Prunus domestica L. subsp. instititia (L.) Bonnier & Layens	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141265479	Sorbus domestica L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3013206	Sorbus domestica L.	Sorbus domestica	Sorbus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3013206	ACCEPTED			NULL
141265480	Cotoneaster rehderi Pojark.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026160	Cotoneaster rehderi Pojark.	Cotoneaster rehderi	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026160	ACCEPTED			NULL
141265481	Cotoneaster sternianus (Turrill) Boom	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026154	Cotoneaster sternianus (Turrill) Boom	Cotoneaster sternianus	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026154	ACCEPTED			ORIGINAL_NAME_DERIVED
141265482	Spiraea x vanhouttei (Briot) Carr.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8236373	Spiraea ×vanhouttei (Briot) Carrière	Spiraea vanhouttei	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026622	SYNONYM	3026622	Spiraea vanhouttei (Briot) Zabel	CONFLICTING_BASIONYM_COMBINATION
141265483	Cotoneaster laetevirens (Rehd. & E.H. Wilson) G. Klotz	9ff7d317-609b-4c08-bd86-3bc404b77c42	3026168	Cotoneaster laetevirens (Rehder & Wills.) G.Klotz	Cotoneaster laetevirens	Cotoneaster	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3026168	ACCEPTED			ORIGINAL_NAME_DERIVED
141265484	Geum ternatum (Stephan) Smedmark	9ff7d317-609b-4c08-bd86-3bc404b77c42	5370006	Geum ternatum (Stephan) Smedmark	Geum ternatum	Geum	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5370006	ACCEPTED			NULL
141265485	Spiraea x macrothyrsa (Zabel) Dipp.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3027355	Spiraea ×macrothyrsa Dippel	Spiraea macrothyrsa	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3027355	ACCEPTED			NULL
141265486	Alchemilla mollis (Buser) Rothm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3028528	Alchemilla mollis (Buser) Rothm.	Alchemilla mollis	Alchemilla	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3028528	ACCEPTED			ORIGINAL_NAME_DERIVED
141265487	Sanguisorba minor Scop. subsp. balearica (Bourgeau ex Nyman) Muñoz Garmendia & C. Navarro	9ff7d317-609b-4c08-bd86-3bc404b77c42	3029431	Sanguisorba minor subsp. balearica (Nyman) Muñoz Garm. & C.Navarro	Poterium sanguisorba	Poterium	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	5364245	HETEROTYPIC_SYNONYM	7925720	Poterium sanguisorba subsp. polygamum (Waldst. & Kit.) Asch. & Graebn.	NULL
141265488	Rubus parviflorus Nutt.	9ff7d317-609b-4c08-bd86-3bc404b77c42	2989557	Rubus parviflorus Nutt.	Rubus parviflorus	Rubus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	2989557	ACCEPTED			NULL
141265489	Rhodotypos scandens (Thunb.) Makino	9ff7d317-609b-4c08-bd86-3bc404b77c42	3032442	Rhodotypos scandens Makino	Rhodotypos scandens	Rhodotypos	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3032442	ACCEPTED			NULL
141265490	Malus x purpurea (Barbier) Rehd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3001270	Malus ×purpurea (Barbier & Cie) Rehder	Malus purpurea	Malus	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3001270	ACCEPTED			ORIGINAL_NAME_DERIVED
141265491	Spiraea chamaedryfolia L. subsp. ulmifolia (Scop.) J. Duvigneaud	9ff7d317-609b-4c08-bd86-3bc404b77c42	8324534	Spiraea chamaedrifolia subsp. ulmifolia (Scop.) J.Duvigneaud	Spiraea chamaedryfolia	Spiraea	Rosaceae	Rosales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	3026406	SYNONYM	3026406	Spiraea chamaedryfolia L.	ORIGINAL_NAME_DERIVED
141265493	Antirrhinum graniticum Rothm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7333212	Antirrhinum graniticum Rothm.	Antirrhinum graniticum	Antirrhinum	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7333212	ACCEPTED			NULL
141265494	Cymbalaria muralis P. Gaertn., B. Mey. & Scherb. subsp. muralis	9ff7d317-609b-4c08-bd86-3bc404b77c42	7331861	Cymbalaria muralis subsp. muralis	Cymbalaria muralis	Cymbalaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8200663	ACCEPTED			NULL
141265495	Ellisiophyllum pinnatum (Wall. ex Benth.) Makino	9ff7d317-609b-4c08-bd86-3bc404b77c42	7333320	Ellisiophyllum pinnatum Makino	Ellisiophyllum pinnatum	Ellisiophyllum	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7333320	ACCEPTED			NULL
141265496	Chaenorhinum origanifolium (L.) Kostel.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7351929	Chaenorhinum origanifolium (L.) Kostel.	Chaenorhinum origanifolium	Chaenorhinum	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7351929	DOUBTFUL			ORTHOGRAPHIC_VARIANT
141265497	Linaria incarnata (Vent.) Spreng.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415018	Linaria incarnata Spreng.	Linaria incarnata	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415018	ACCEPTED			NULL
141265498	Veronica ceratocarpa C.A. Mey.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3732995	Veronica ceratocarpa C.A.Mey.	Veronica ceratocarpa	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3732995	ACCEPTED			NULL
141265499	Linaria bipartita (Vent.) Desf.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141265500	Linaria triornithophora (L.) Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7848321	Linaria triornithophora (L.) Willd.	Linaria triornithophora	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7848321	ACCEPTED			ORIGINAL_NAME_DERIVED
141265501	Veronica glauca Smith	9ff7d317-609b-4c08-bd86-3bc404b77c42	7784175	Veronica glauca Sibth. & Sm.	Veronica glauca	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7784175	ACCEPTED			NULL
141265502	Linaria maroccana Hook. f.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415016	Linaria maroccana Hook.f.	Linaria maroccana	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415016	ACCEPTED			NULL
141265503	Veronica campylopoda Boiss.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172066	Veronica campylopoda Boiss.	Veronica campylopoda	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172066	ACCEPTED			NULL
141265504	Veronica teucrium L. subsp. teucrium	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141265505	Linaria supina (L.) Chazelles	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415009	Linaria supina (L.) Chaz.	Linaria supina	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415009	ACCEPTED			NULL
141265506	Veronica persica Poiret	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172077	Veronica persica Poir.	Veronica persica	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172077	ACCEPTED			NULL
141265507	Erinus alpinus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3741446	Erinus alpinus L.	Erinus alpinus	Erinus	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3741446	ACCEPTED			NULL
141265508	Misopates calycinum Rothm.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3738796	Misopates calycinum (Lam.) Rothm.	Misopates calycinum	Misopates	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3738796	ACCEPTED			ORIGINAL_NAME_DERIVED
141265509	Veronica filiformis Smith	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172100	Veronica filiformis Sm.	Veronica filiformis	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172100	ACCEPTED			NULL
141265510	Chelone obliqua L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5414932	Chelone obliqua L.	Chelone obliqua	Chelone	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5414932	ACCEPTED			NULL
141265511	Plantago ovata Forssk.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189723	Plantago ovata Forssk.	Plantago ovata	Plantago	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189723	ACCEPTED			NULL
141265512	Plantago loeflingii L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7727786	Plantago loeflingii L.	Plantago loeflingii	Plantago	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7727786	ACCEPTED			NULL
141265513	Linaria chalepensis (L.) Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	7963687	Linaria chalepensis (L.) Mill.	Linaria chalepensis	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7963687	ACCEPTED			NULL
141265514	Linaria genistifolia (L.) Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415013	Linaria genistifolia (L.) Mill.	Linaria genistifolia	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415013	ACCEPTED			NULL
141265515	Anarrhinum bellidifolium (L.) Willd.	9ff7d317-609b-4c08-bd86-3bc404b77c42	8114833	Anarrhinum bellidifolium (L.) Willd.	Anarrhinum bellidifolium	Anarrhinum	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	8114833	ACCEPTED			ORIGINAL_NAME_DERIVED
141265516	Veronica peregrina L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172104	Veronica peregrina L.	Veronica peregrina	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172104	ACCEPTED			NULL
141265517	Cymbalaria pallida (Ten.) Wettst.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5559837	Cymbalaria pallida Wettst.	Cymbalaria pallida	Cymbalaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5559837	ACCEPTED			NULL
141265518	Veronica spicata L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172059	Veronica spicata L.	Veronica spicata	Veronica	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172059	ACCEPTED			NULL
141265519	Plantago sempervirens Crantz	9ff7d317-609b-4c08-bd86-3bc404b77c42	7303117	Plantago sempervirens Crantz	Plantago sempervirens	Plantago	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7303117	ACCEPTED			NULL
141265520	Linaria purpurea (L.) Mill.	9ff7d317-609b-4c08-bd86-3bc404b77c42	5415012	Linaria purpurea (L.) Mill.	Linaria purpurea	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	5415012	ACCEPTED			NULL
141265521	Linaria hirta (L.) Moench	9ff7d317-609b-4c08-bd86-3bc404b77c42	7683374	Linaria hirta Moench	Linaria hirta	Linaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	7683374	ACCEPTED			NULL
141265522	Antirrhinum majus L.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3172001	Antirrhinum majus L.	Antirrhinum majus	Antirrhinum	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3172001	ACCEPTED			NULL
141265523	Veronica austriaca Jacq.	9ff7d317-609b-4c08-bd86-3bc404b77c42															
141265524	Plantago arenaria Waldst. & Kit.	9ff7d317-609b-4c08-bd86-3bc404b77c42	3189762	Plantago arenaria Waldst. & Kit.	Plantago arenaria	Plantago	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	3189762	ACCEPTED			NULL
141265525	Cymbalaria muralis P. Gaertn., B. Mey. & Scherb. subsp. pubescens (C. Presl) D.A. Webb	9ff7d317-609b-4c08-bd86-3bc404b77c42	5559841	Cymbalaria muralis subsp. pubescens (J.Presl & C.Presl) D.A.Webb	Cymbalaria muralis	Cymbalaria	Plantaginaceae	Lamiales	Magnoliopsida	Tracheophyta	Plantae	SUBSPECIES	8200663	ACCEPTED			ORIGINAL_NAME_DERIVED,NAME_PARENT_MISMATCH
